Istanbul,https://weather.com/weather/today/l/33d1e415eb66f3e1ab35c3add45fccf4512715d329edbd91c806a6957e123b49,https://www.bbc.com/weather/745044,https://www.timeanddate.com/weather/turkey/istanbul
Toronto,https://weather.com/weather/today/l/62e0efebee1ac0e8fa9b21fd17d57a6a0001753ab6be8a4874bb78bbb52eda02,https://www.bbc.com/weather/6167865,https://www.timeanddate.com/weather/canada/toronto
